# HIP	RA degrees (ICRS)	Dec degrees	V magnitude
92202	281.8706	-5.7051	5.38
92226	281.9359	-40.4062	5.2
92294	282.1579	-65.0777	5.71
92308	282.2104	-43.6800	5.46
92312	282.2224	19.3287	5.89
92367	282.3639	-45.8101	5.8
92382	282.3958	-43.4341	5.6
92390	282.4171	-20.3247	5.22
92391	282.4206	-5.9129	5.99
92398	282.4413	32.8128	5.93
92405	282.4705	32.5511	5.22
92420	282.5200	33.3627	3.52
92488	282.7438	-9.7741	5.82
92512	282.8004	59.3884	4.63
92549	282.8956	52.9751	5.51
92609	283.0543	-62.1876	4.22
92614	283.0685	21.4251	5.43
92630	283.1135	-46.5951	5.51
92646	283.1652	-52.1074	5.18
92689	283.3064	50.7082	4.92
92728	283.4315	36.9717	5.58
92747	283.5004	-21.3598	5.68
92761	283.5424	-22.7448	4.86
92768	283.5552	27.9095	5.64
92782	283.5994	71.2972	4.82
92791	283.6262	36.8986	4.22
92814	283.6796	-15.6030	5.08
92818	283.6870	22.6451	4.57
92822	283.6964	48.8594	5.84
92824	283.6964	-87.6058	5.29
92831	283.7174	41.6027	5.46
92833	283.7188	33.9686	5.99
92845	283.7798	-22.6713	5
92855	283.8164	-26.2967	2.05
92862	283.8338	43.9461	4.08
92872	283.8644	6.6153	5.58
92882	283.8792	-16.3766	5.56
92931	284.0028	-23.1738	5.91
92937	284.0255	18.1054	5.69
92946	284.0549	4.2036	4.62
92951	284.0610	4.2021	4.98
92953	284.0706	-42.7107	5.35
92969	284.1072	65.2581	5.62
92989	284.1687	-37.3432	5.36
92997	284.1877	57.8149	5.67
93015	284.2376	-67.2335	4.4
93017	284.2567	32.9013	5.2
93026	284.2653	-5.8463	4.83
93051	284.3191	2.5353	5.56
93057	284.3353	-20.6563	5.02
93085	284.4325	-21.1067	3.52
93104	284.5079	38.2662	5.89
93124	284.5614	17.3609	5.33
93148	284.6157	-52.9386	4.85
93163	284.6519	-60.2005	5.14
93174	284.6807	-37.1074	4.83
93179	284.6955	13.9066	5.91
93194	284.7359	32.6896	3.25
93203	284.7739	13.6222	5.27
93225	284.8492	-12.8405	5.51
93244	284.9057	15.0683	4.02
93256	284.9395	26.2304	5.26
93279	285.0034	32.1455	4.94
93287	285.0149	-66.6536	5.98
93299	285.0570	50.5335	5.39
93340	285.1811	55.6583	5.51
93393	285.3223	26.2914	5.69
93408	285.3599	46.9348	5
93429	285.4201	-5.7391	4.02
93498	285.6153	-24.8468	5.63
93506	285.6530	-29.8801	2.6
93526	285.7271	-3.6990	5.4
93537	285.7659	-19.2457	5.96
93542	285.7787	-42.0951	4.74
93552	285.8237	-38.2531	5.73
93574	285.8735	-68.7555	5.89
93580	285.8844	1.8188	5.82
93624	285.9898	-51.0186	5.93
93667	286.1044	-31.0471	5.49
93683	286.1708	-21.7415	3.76
93713	286.2299	53.3967	5.4
93717	286.2403	-4.0314	5.4
93718	286.2411	31.7441	5.63
93747	286.3525	13.8635	2.99
93763	286.4216	-15.6604	5.93
93805	286.5622	-4.8826	3.43
93815	286.5831	-52.3409	5.17
93825	286.6046	-37.0634	4.23
93843	286.6572	28.6286	5.53
93845	286.6600	24.2508	5.78
93855	286.7172	-16.2293	6
93862	286.7317	-48.2991	5.95
93864	286.7350	-27.6704	3.32
93867	286.7442	11.0712	5.07
93903	286.8255	36.1002	5.25
93917	286.8566	32.5017	5.2
93996	287.0696	-19.2903	5.56
94005	287.0874	-40.4967	4.57
94013	287.1075	52.4257	5.88
94068	287.2496	6.0732	5.23
94083	287.2912	76.5605	5.11
94114	287.3681	-37.9045	4.11
94141	287.4410	-21.0236	2.88
94150	287.4703	-68.4244	5.31
94157	287.4902	-41.8923	5.86
94160	287.5073	-39.3408	4.1
94302	287.9191	56.8592	5.13
94311	287.9417	31.2835	5.93
94336	288.0210	49.8558	5.85
94376	288.1388	67.6615	3.07
94385	288.1696	-7.9395	5.35
94434	288.3070	-25.9068	5.79
94437	288.3147	-12.2826	5.51
94477	288.4279	2.2937	5.14
94481	288.4395	39.1460	4.43
94490	288.4798	57.7051	5
94556	288.6648	-45.1935	5.91
94620	288.8223	21.2321	5.65
94624	288.8337	15.0837	5.58
94630	288.8536	30.5264	5.88
94643	288.8851	-25.2567	4.86
94648	288.8877	73.3555	4.45
94703	289.0543	21.3904	4.76
94712	289.0906	-45.4660	5.38
94713	289.0921	38.1337	4.35
94720	289.1116	14.5446	5.65
94727	289.1293	4.8348	5.59
94779	289.2757	53.3685	3.8
94789	289.3010	-66.6610	5.52
94820	289.4087	-18.9529	4.88
94827	289.4318	23.0255	5.46
94834	289.4542	11.5954	5.28
94885	289.6354	1.0851	5.1
94982	289.9140	12.3747	5.53
94986	289.9166	-35.4215	5.59
95038	290.0668	57.6451	5.91
95066	290.1371	-5.4158	4.98
95073	290.1487	-0.8922	5.46
95077	290.1590	-22.4025	5.59
95081	290.1670	65.7145	4.6
95168	290.4182	-17.8472	3.92
95176	290.4318	-15.9550	4.52
95188	290.4621	-18.3084	5.84
95222	290.5898	-0.2523	5.81
95241	290.6596	-44.4590	3.96
95260	290.7120	26.2624	5.22
95261	290.7134	-54.4239	5.03
95294	290.8047	-44.7998	4.27
95347	290.9716	-40.6159	3.96
95352	290.9854	43.3882	5.85
95372	291.0316	29.6213	4.99
95447	291.2425	11.9444	5.17
95456	291.2668	-29.3094	5.91
95477	291.3187	-24.5086	5.02
95485	291.3400	-13.8971	5.72
95498	291.3692	19.7984	5.14
95501	291.3746	3.1148	3.36
95503	291.3736	-23.9625	5.45
95556	291.5380	36.3179	5.17
95557	291.5460	-15.0533	5.71
95560	291.5552	20.0977	5.6
95564	291.5798	-21.7767	5.57
95572	291.6006	13.0238	5.76
95582	291.6195	19.8915	5.84
95585	291.6295	0.3386	4.64
95619	291.7353	-29.7432	5.66
95656	291.8582	52.3204	5.73
95690	291.9505	-54.3253	5.7
95732	292.0867	2.9300	5.84
95771	292.1764	24.6649	4.44
95785	292.2378	24.7687	5.82
95793	292.2541	1.9504	5.79
95822	292.3423	14.5960	5.57
95823	292.3494	-43.4452	5.7
95853	292.4265	51.7298	3.76
95865	292.4674	-26.9856	5.46
95937	292.6660	-2.7889	5.03
95947	292.6803	27.9597	3.05
95951	292.6891	27.9653	5.12
95999	292.7957	-68.4339	5.98
96014	292.8305	50.3067	5.55
96016	292.8401	26.6172	5.89
96052	292.9430	34.4530	4.74
96100	293.0900	69.6612	4.67
96141	293.2243	-53.1856	5.76
96178	293.3401	-45.2717	5.59
96198	293.4234	49.2623	6
96229	293.5223	7.3789	4.45
96234	293.5354	-40.0346	5.89
96258	293.5825	51.2366	5.71
96275	293.6454	19.7734	5
96288	293.6719	42.4125	5.34
96302	293.7122	29.4630	5.39
96327	293.7802	-10.5604	5.12
96341	293.8041	-48.0992	4.88
96406	294.0069	-24.7191	5.64
96441	294.1106	50.2211	4.49
96459	294.1582	44.6949	5.17
96465	294.1768	-24.8836	4.59
96468	294.1803	-1.2866	4.36
96481	294.2186	11.2732	5.98
96483	294.2227	-7.0275	4.93
96496	294.2639	-18.2311	5.66
96516	294.3225	16.4628	5.67
96536	294.3934	-14.3018	5.46
96556	294.4472	-4.6476	5.45
96620	294.6716	54.9738	5.89
96665	294.7985	5.3978	5.18
96683	294.8442	30.1533	4.68
96693	294.8604	42.8183	5.41
96757	295.0241	18.0139	4.39
96760	295.0299	-23.4291	5.97
96807	295.1805	-0.6212	5.64
96808	295.1808	-16.2933	5.3
96825	295.2091	45.5249	5.06
96837	295.2622	17.4760	4.39
96840	295.2730	13.8157	5.98
96895	295.4540	50.5251	5.99
96950	295.6297	-16.1240	5.06
96957	295.6417	11.8266	5.28
96977	295.6859	32.4267	5.93
97063	295.8897	-15.4701	5.49
97077	295.9289	25.7719	5.5
97081	295.9379	41.7731	5.86
97118	296.0692	37.3544	4.89
97122	296.0767	69.3371	5.9
97165	296.2437	45.1308	2.86
97229	296.4164	7.6132	5.89
97260	296.5051	-31.9086	5.51
97278	296.5649	10.6133	2.72
97290	296.5906	-19.7611	4.87
97295	296.6067	33.7276	5
97365	296.8469	18.5343	3.68
97376	296.8657	38.4076	5.83
97402	296.9523	25.3841	6
97421	297.0050	-56.3626	5.33
97433	297.0431	70.2679	3.84
97473	297.1752	11.8159	5.75
97496	297.2444	19.1420	5.01
97499	297.2592	-10.8708	6
97534	297.3554	-72.5034	5.39
97598	297.5586	-47.5574	5.91
97630	297.6416	38.7224	5.18
97634	297.6555	40.5998	5.68
97635	297.6572	52.9880	5.03
97646	297.6867	-59.1937	5.41
97649	297.6958	8.8683	0.76
97650	297.6949	-10.7635	5.38
97675	297.7568	10.4157	5.12
97679	297.7671	22.6100	4.9
97749	297.9609	-39.8744	5.32
97757	297.9961	47.0273	5.6
97765	298.0066	24.9922	5.54
97774	298.0299	47.9318	5.91
97783	298.0500	-19.0450	5.88
97804	298.1182	1.0057	3.87
97816	298.1572	-54.9710	5.76
97870	298.3224	57.5235	5.14
97871	298.3281	-3.1145	5.63
97886	298.3654	24.0796	4.57
97928	298.5345	-8.5742	5.76
97938	298.5620	8.4615	4.71
97961	298.6295	24.3194	5.56
97966	298.6569	-8.2273	5.7
97980	298.6867	0.2736	5.6
97985	298.7010	36.9957	5.79
98032	298.8154	-41.8683	4.12
98036	298.8283	6.4068	3.71
98055	298.9074	52.4389	4.91
98066	298.9598	-26.2995	4.7
98068	298.9657	38.4867	4.95
98073	298.9807	58.8460	4.98
98085	299.0053	16.6348	5.71
98103	299.0594	11.4237	5.28
98110	299.0765	35.0834	3.89
98162	299.2368	-27.1699	4.54
98174	299.2763	-58.9014	5.24
98194	299.3078	40.3678	5.46
98234	299.4394	16.7892	5.54
98258	299.4876	-15.4915	5.01
98325	299.6583	30.9837	5.51
98332	299.6720	-69.1640	5.74
98337	299.6893	19.4921	3.51
98353	299.7383	-26.1958	4.84
98375	299.7939	23.1013	5.68
98383	299.8351	45.7725	5.92
98412	299.9341	-35.2763	4.37
98416	299.9473	-9.9582	5.87
98421	299.9640	-34.6978	5.3
98425	299.9800	37.0429	5.15
98438	300.0138	17.5165	5.33
98461	300.0664	-37.7017	5.95
98470	300.0844	-33.7035	5.65
98478	300.0963	-66.9494	5.75
98495	300.1481	-72.9105	3.97
98512	300.2014	-45.1129	5.8
98526	300.2457	8.5577	5.9
98543	300.2752	27.7536	4.66
98571	300.3398	50.1047	5.06
98583	300.3689	64.8210	5.22
98608	300.4364	-59.3759	4.95
98609	300.4363	24.8004	5.88
98624	300.4686	-66.9440	5.32
98633	300.4942	-13.6372	5.69
98636	300.5060	24.9380	5.23
98688	300.6645	-27.7098	4.43
98702	300.7045	67.8736	4.51
98738	300.8183	18.5010	5.99
98754	300.8751	16.0313	5.73
98761	300.8894	-37.9407	4.77
98767	300.9059	29.8968	5.73
98819	301.0259	17.0702	5.8
98823	301.0346	7.2780	5.51
98842	301.0816	-32.0563	4.99
98844	301.0965	-0.7093	5.67
98863	301.1507	32.2186	5.62
98920	301.2896	19.9911	5.09
98962	301.3870	61.9954	5.4
99026	301.5577	53.1657	5.81
99031	301.5907	35.9725	5.38
99080	301.7225	23.6144	5.08
99120	301.8465	-52.8808	4.93
99171	302.0076	-0.6782	5.97
99240	302.1817	-66.1821	3.55
99255	302.2223	77.7114	4.38
99303	302.3567	36.8396	4.93
99404	302.6397	26.9042	5.51
99461	302.7997	-36.1012	5.32
99473	302.8262	-0.8215	3.24
99500	302.8955	62.0785	5.7
99518	302.9499	26.8090	5.51
99531	303.0029	26.4788	5.91
99572	303.1078	-12.6175	5.84
99631	303.3078	-1.0093	5.44
99639	303.3252	46.8157	4.8
99655	303.3494	56.5677	4.28
99663	303.3651	60.6406	5.81
99675	303.4079	46.7413	3.8
99738	303.5605	28.6948	5.19
99742	303.5692	15.1976	4.94
99747	303.5793	-52.4458	5.65
99770	303.6335	36.8063	4.93
99824	303.8162	25.5920	4.79
99825	303.8225	-27.0330	5.73
99841	303.8490	33.7291	5.7
99848	303.8680	47.7142	3.96
99853	303.8760	23.5089	5.18
99874	303.9422	27.8142	4.5
99889	304.0026	45.5795	5.87
99951	304.1962	24.6711	5.3
99968	304.2304	40.3651	5.27
100017	304.3805	66.8537	5.91
100027	304.4120	-12.5082	4.3
100044	304.4467	38.0329	4.77
100062	304.5058	-21.8100	5.86
100064	304.5136	-12.5449	3.58
100069	304.5291	40.7321	5.83
100097	304.6031	55.3971	5.76
100108	304.6194	36.9998	5.58
100122	304.6628	34.9828	5.14
100195	304.8484	-19.1185	5.28
100221	304.9030	62.2575	5.71
100256	305.0008	13.5481	5.96
100261	305.0251	68.8803	5.59
100276	305.0892	17.7929	5.82
100310	305.1659	-12.7591	4.77
100345	305.2528	-14.7814	3.05
100357	305.2980	63.9801	5.69
100435	305.5143	24.4461	5.5
100437	305.5224	45.7950	5.58
100453	305.5571	40.2567	2.23
100469	305.6146	-42.0495	5.6
100501	305.6887	41.0260	5.95
100541	305.7946	5.3430	5.3
100574	305.9349	37.4764	5.87
100587	305.9651	32.1902	4.43
100591	305.9716	-42.4229	5.64
100738	306.3618	-28.6633	5.86
100751	306.4119	-56.7351	1.94
100754	306.4189	21.4096	5.68
100859	306.7594	49.3834	5.73
100881	306.8300	-18.2117	5.08
100907	306.8927	38.4403	5.63
100965	307.0608	81.4227	5.38
101027	307.2151	-17.8137	4.77
101067	307.3350	36.4547	5.9
101076	307.3489	30.3686	4.01
101082	307.3649	81.0913	5.96
101084	307.3630	56.0682	5.89
101093	307.3954	62.9941	4.21
101101	307.4125	-2.8855	4.91
101123	307.4746	-18.5832	5.94
101138	307.5148	48.9516	4.94
101243	307.8284	49.2203	5.44
101260	307.8767	74.9546	5.18
101345	308.0987	-9.8534	5.66
101421	308.3032	11.3033	4.03
101427	308.3235	-80.9649	5.76
101474	308.4758	35.2509	4.61
101475	308.4785	46.6939	5.78
101477	308.4795	-44.5160	5.12
101483	308.4877	13.0273	5.39
101589	308.8272	14.6742	4.64
101612	308.8952	-60.5817	4.75
101692	309.1818	-2.5500	4.91
101716	309.2695	26.4619	5.59
101769	309.3873	14.5951	3.64
101772	309.3918	-47.2915	3.11
101773	309.3971	-61.5299	4.86
101800	309.4547	11.3777	5.42
101843	309.5775	-81.2891	5.89
101847	309.5845	-1.1051	4.31
101867	309.6306	21.2012	4.81
101868	309.6330	24.1160	5.06
101870	309.6458	23.6805	5.91
101882	309.6833	13.3151	5.69
101899	309.7480	30.3343	5.68
101909	309.7707	15.8382	5.99
101916	309.7824	10.0862	5.07
101923	309.8180	-14.9548	5.24
101936	309.8537	0.4864	5.15
101958	309.9095	15.9121	3.77
101983	310.0110	-60.5489	5.11
101984	310.0123	-18.1387	5.15
101986	310.0132	43.4589	5.97
102014	310.0826	-33.4318	5.47
102026	310.1355	-16.1242	5.79
102066	310.2606	32.3073	5.53
102092	310.3486	-31.5983	5.75
102098	310.3580	45.2803	1.25
102155	310.4854	41.7169	5.68
102157	310.4878	-66.7607	5.14
102162	310.5124	-76.1806	5.99
102177	310.5526	50.3400	5.41
102208	310.6468	82.5312	5.75
102253	310.7959	66.6574	5.59
102281	310.8647	15.0746	4.43
102333	311.0097	-51.9210	4.51
102358	311.0919	56.4884	5.91
102388	311.2188	25.2706	4.92
102395	311.2396	-66.2032	3.42
102422	311.3224	61.8388	3.41
102431	311.3380	57.5797	4.52
102453	311.4156	30.7197	4.22
102485	311.5239	-25.2709	4.13
102487	311.5416	-21.5140	5.91
102488	311.5528	33.9703	2.48
102497	311.5836	-39.1993	5.48
102531	311.6619	16.1241	5.15
102532	311.6646	16.1243	4.27
102571	311.7948	34.3741	4.93
102589	311.8522	36.4907	4.53
102599	311.8894	80.5523	5.36
102618	311.9190	-9.4958	3.78
102624	311.9343	-5.0277	4.43
102633	311.9514	6.0082	5.57
102635	311.9554	47.8319	5.6
102693	312.1214	-43.9885	5.11
102724	312.2345	46.1141	4.81
102772	312.3234	-25.7812	5.86
102773	312.3257	-68.7765	5.41
102790	312.3707	-46.2268	4.9
102831	312.4920	-33.7797	4.89
102843	312.5205	44.0593	5.06
102891	312.6741	-12.5449	5.87
102916	312.7532	-37.9133	5.52
102945	312.8573	-5.6266	5.99
102949	312.8677	28.2505	5.66
102950	312.8752	-51.6082	5.06
102962	312.9104	-62.4293	5.67
102978	312.9554	-26.9191	4.12
103004	313.0320	27.0970	4.56
103005	313.0362	-5.5071	5.55
103045	313.1635	-8.9833	4.73
103089	313.3115	44.3873	4.8
103094	313.3274	45.1817	5.48
103127	313.4174	-39.8099	5.34
103145	313.4746	33.4379	5.47
103200	313.6402	28.0576	5.03
103219	313.6848	75.9256	5.99
103226	313.6992	-17.9229	5.78
103227	313.7025	-58.4542	3.67
103294	313.9029	13.7215	5.19
103298	313.9107	12.5686	5.54
103312	313.9575	47.4177	5.68
103359	314.1062	50.7286	5.83
103360	314.1079	49.1958	5.92
103371	314.1449	44.9247	5.96
103389	314.1972	-26.2964	5.7
103401	314.2251	-9.6975	5.49
103413	314.2934	41.1671	3.94
103460	314.4194	-16.0315	5.89
103511	314.5681	22.3259	5.3
103519	314.5811	44.4717	5.55
103527	314.6081	10.8393	5.51
103530	314.6251	50.4618	5.59
103545	314.6743	-14.4831	5.95
103569	314.7687	4.2935	5.3
103571	314.7713	4.2946	5.24
103598	314.8558	59.4386	5.54
103632	314.9565	47.5210	4.74
103652	315.0166	7.5162	5.98
103673	315.0895	-51.2653	5.76
103675	315.1154	19.3296	5.69
103732	315.2955	46.1558	5.38
103738	315.3228	-32.2578	4.67
103810	315.5375	56.6696	5.83
103836	315.6132	-38.5310	5.93
103882	315.7415	-38.6314	5.32
103956	315.9484	53.2859	5.93
103981	316.0197	-5.8231	5.53
104019	316.1013	-19.8550	4.82
104031	316.1444	5.5029	5.63
104043	316.1794	-77.0238	5.13
104060	316.2328	43.9279	3.72
104085	316.3094	-54.7270	5.17
104101	316.3613	5.9582	5.94
104105	316.3719	78.1264	5.91
104139	316.4868	-17.2329	4.08
104148	316.5048	-30.1251	5.69
104171	316.5971	71.4318	5.88
104174	316.6028	-32.3416	5.2
104177	316.6063	-41.3860	5.55
104185	316.6260	31.1847	5.77
104194	316.6504	47.6484	4.56
104214	316.7248	38.7494	5.2
104234	316.7819	-25.0059	4.49
104364	317.1362	-63.9283	5.75
104365	317.1401	-21.1937	5.3
104371	317.1620	30.2056	5.6
104382	317.1952	-88.9565	5.45
104440	317.3435	-73.1730	5.67
104459	317.3985	-11.3717	4.5
104516	317.5649	53.5631	5.75
104521	317.5854	10.1316	4.7
104642	317.9510	59.9866	5.64
104680	318.0571	-40.2694	5.83
104732	318.2341	30.2269	3.21
104738	318.2628	-39.4249	5.25
104750	318.3222	-27.6193	5.41
104752	318.3290	-36.4235	5.97
104755	318.3355	-70.1263	5.06
104858	318.6201	10.0070	4.47
104887	318.6979	38.0453	3.74
104963	318.9079	-20.6517	5.17
104968	318.9269	77.0123	5.92
104974	318.9368	-15.1715	5.31
104978	318.9411	-53.2631	5.73
104987	318.9560	5.2478	3.92
105080	319.3094	55.7980	6
105102	319.3540	39.3947	4.22
105138	319.4795	34.8969	4.41
105140	319.4845	-32.1725	4.71
105143	319.4887	-17.9851	5.4
105164	319.5461	-4.5195	5.83
105186	319.6133	43.9459	5.04
105199	319.6449	62.5856	2.45
105224	319.7168	11.2034	5.97
105259	319.8154	58.6235	5.51
105268	319.8426	64.8719	5.19
105269	319.8424	38.2375	5.89
105282	319.8698	49.5103	5.75
105319	319.9666	-53.4494	4.39
105382	320.1902	-40.8095	4.8
105411	320.2683	23.8560	5.58
105412	320.2680	-4.5601	5.87
105413	320.2701	7.3545	5.81
105497	320.5017	49.3888	5.68
105502	320.5217	19.8045	4.08
105515	320.5617	-16.8345	4.28
105570	320.7234	6.8111	5.16
105574	320.7344	-9.3193	5.99
105576	320.7521	-22.6690	5.63
105652	320.9951	24.2741	5.7
105665	321.0400	-20.8519	5.38
105668	321.0479	-12.8781	5.48
105696	321.1034	-41.0067	5.76
105703	321.1417	26.1746	5.67
105727	321.2065	80.5248	5.97
105761	321.3043	-9.7486	5.71
105767	321.3207	-3.5567	5.48
105769	321.3315	46.7143	5.59
105811	321.4459	36.6674	5.93
105854	321.5953	-37.8294	5.64
105858	321.6109	-65.3662	4.21
105881	321.6668	-22.4113	3.77
105898	321.7151	48.8352	5.29
105913	321.7568	-42.5479	5.5
105928	321.8117	-21.1962	5.78
105942	321.8390	37.1168	5.3
105966	321.9169	27.6086	5.39
105972	321.9423	66.8091	5.42
106003	322.0344	32.2253	5.75
106032	322.1650	70.5607	3.23
106039	322.1808	-21.8072	4.5
106044	322.1872	-69.5054	5.47
106062	322.2491	22.1794	5.84
106093	322.3623	46.5406	5.22
106140	322.4871	23.6388	4.52
106227	322.7470	60.4594	5.53
106278	322.8897	-5.5712	2.9
106327	323.0245	-41.1793	5.29
106340	323.0607	-33.9446	5.97
106393	323.2358	49.9776	5.77
106429	323.3480	-44.8487	5.57
106481	323.4952	45.5918	3.98
106551	323.6940	38.5341	4.87
106559	323.7127	-20.0843	5.7
106592	323.8234	-3.9833	5.79
106642	324.0104	45.3746	5.96
106654	324.0457	-26.1715	5.73
106711	324.2374	40.4135	5.04
106723	324.2701	-19.4660	4.51
106786	324.4380	-7.8542	4.68
106787	324.4393	19.3186	5.46
106801	324.4801	62.0819	4.76
106856	324.6331	5.7717	5.66
106886	324.7401	57.4890	5.74
106897	324.7550	20.2655	5.77
106944	324.8886	2.2436	5.1
106985	325.0227	-16.6623	3.69
106999	325.0463	43.2738	5.09
107089	325.3694	-77.3900	3.73
107095	325.3869	-14.0476	5.16
107119	325.4804	71.3114	4.55
107128	325.5029	-23.2629	5.24
107129	325.5045	35.5102	5.98
107136	325.5236	51.1896	4.69
107144	325.5421	1.2853	5.66
107151	325.5644	5.6801	5.3
107162	325.5957	41.0770	5.73
107188	325.6646	-18.8663	4.72
107230	325.7668	72.3201	5.18
107232	325.7683	-14.3997	5.88
107235	325.7770	41.1550	5.51
107253	325.8569	38.2836	5.69
107259	325.8769	58.7800	4.23
107302	326.0040	-14.7494	5.96
107310	326.0357	28.7426	4.49
107315	326.0465	9.8750	2.38
107348	326.1279	17.3500	4.34
107350	326.1305	14.7719	5.96
107354	326.1614	25.6450	4.14
107374	326.2220	62.4606	5.94
107380	326.2367	-33.0258	4.35
107382	326.2511	-9.0824	5.1
107418	326.3622	61.1208	4.25
107472	326.5182	22.9489	5.29
107487	326.5678	-9.2759	6
107517	326.6337	-11.3660	5.57
107533	326.6984	49.3096	4.23
107556	326.7602	-16.1273	2.85
107575	326.8082	2.6861	5.63
107586	326.8554	60.6927	5.53
107608	326.9340	-30.8983	5.02
107649	327.0656	-47.3036	5.57
107763	327.4612	30.1742	5.07
107773	327.5005	-64.7125	5.62
107788	327.5362	17.2859	5.34
107835	327.6966	-69.6294	5.52
107843	327.7273	-82.7189	5.27
107887	327.8927	19.8267	5.78
107930	328.0043	55.7967	5.7
107975	328.1247	28.7935	5.52
108022	328.2657	25.9251	5.09
108036	328.3240	-13.5518	5.08
108060	328.4058	19.6684	5.69
108085	328.4822	-37.3649	3
108102	328.5432	-4.2762	5.71
108165	328.7215	56.6112	5.74
108195	328.7975	-61.8866	5.92
108226	328.8792	65.3208	5.84
108294	329.0949	-37.2537	5.45
108317	329.1631	63.6256	5.11
108339	329.2349	12.0765	5.54
108431	329.4795	-54.9926	4.4
108505	329.7230	62.6980	5.96
108535	329.8124	73.1799	5.04
108543	329.8246	-38.3951	5.5
108612	330.0330	6.7174	6
108661	330.2093	-28.4537	5.43
108691	330.2709	0.6047	5.6
108693	330.2723	13.1198	5.61
108699	330.2885	8.2572	5.65
108758	330.4608	52.8823	5.79
108772	330.5191	58.0004	5.55
108845	330.7361	44.6499	5.57
108849	330.7659	-76.1184	5.94
108868	330.8186	-6.5224	5.55
108870	330.8402	-56.7860	4.69
108874	330.8285	-2.1554	4.74
108875	330.8293	11.3866	5.83
108917	330.9477	64.6280	4.26
108924	330.9707	63.1199	5.26
108975	331.1532	-26.8224	5.97
108991	331.1976	-0.9063	5.29
109005	331.2521	62.7857	5.27
109017	331.2866	62.2798	5.07
109023	331.2972	26.6737	5.75
109056	331.3945	28.9640	5.69
109068	331.4198	5.0585	4.86
109074	331.4460	-0.3199	2.95
109081	331.4626	-59.6361	5.62
109102	331.5081	45.0143	5.09
109111	331.5287	-39.5434	4.47
109139	331.6093	-13.8697	4.29
109176	331.7528	25.3451	3.77
109209	331.8691	19.4755	5.74
109240	331.9596	21.7029	5.79
109268	332.0583	-46.9610	1.73
109285	332.0959	-32.9885	4.5
109289	332.1081	-34.0438	4.99
109332	332.2458	-18.5196	5.8
109352	332.3068	33.1723	5.58
109400	332.4518	72.3412	4.79
109404	332.4821	-34.0150	5.37
109410	332.4969	33.1782	4.28
109422	332.5366	-32.5484	4.94
109427	332.5499	6.1979	3.52
109466	332.6406	-4.2669	5.98
109471	332.6560	11.6245	5.78
109472	332.6562	-11.5649	5.43
109474	332.6616	70.1326	5.52
109492	332.7137	58.2013	3.39
109521	332.7912	50.8234	5.38
109556	332.8774	59.4145	5.05
109572	332.9532	56.8394	5.24
109577	332.9639	16.0406	5.93
109592	333.0084	60.7591	5.37
109602	333.0337	24.9506	5.97
109620	333.0935	63.2910	5.76
109654	333.1993	34.6046	5.34
109693	333.2942	86.1080	5.27
109730	333.4112	28.6080	5.87
109737	333.4351	-25.1809	5.58
109745	333.4552	45.4406	5.53
109754	333.4697	39.7149	4.5
109786	333.5751	-21.0746	5.33
109789	333.5781	-27.7669	5.45
109831	333.6849	42.9539	5.72
109857	333.7591	57.0436	4.18
109908	333.9038	-41.3467	4.79
109937	333.9924	37.7487	4.14
109972	334.1107	57.2202	5.88
109973	334.1107	-41.6272	5.11
110000	334.2002	-12.8314	5.34
110003	334.2085	-7.7833	4.17
110009	334.2190	-9.0401	5.8
110023	334.2771	-5.3872	5.75
110078	334.4608	-77.5116	5.49
110103	334.5527	62.8044	5.75
110109	334.5651	-53.6271	5.36
110130	334.6254	-60.2596	2.87
110179	334.7531	-13.3050	5.96
110256	335.0070	-80.4397	5.09
110273	335.0497	-7.8211	5.35
110298	335.1149	5.7895	5.37
110351	335.2564	46.5366	4.55
110371	335.3306	28.3305	4.78
110386	335.3795	12.2052	4.82
110391	335.3982	-21.5982	5.12
110395	335.4141	-1.3873	3.86
110506	335.7833	-45.9285	5.62
110529	335.8785	-24.7627	5.53
110532	335.8840	-7.1944	5.92
110538	335.8901	52.2290	4.42
110578	336.0287	-4.8370	5.79
110602	336.1128	-13.5294	5.76
110609	336.1291	49.4764	4.55
110618	336.1537	-72.2554	5.28
110649	336.2350	-57.7974	5.31
110668	336.2942	-70.4316	5.78
110672	336.3193	1.3774	4.8
110725	336.5034	70.7709	5.47
110778	336.6428	-16.7421	5.55
110785	336.6558	4.3938	5.76
110787	336.6767	78.7859	5.83
110817	336.7721	65.1323	5.52
110838	336.8332	-64.9664	4.51
110873	336.9427	31.8400	6
110882	336.9647	4.6957	4.78
110935	337.1570	-67.4891	5.56
110936	337.1634	-39.1318	5.47
110960	337.2080	-0.0200	3.65
110986	337.2833	9.1290	5.6
110991	337.2928	58.4152	4.07
110992	337.2926	26.7632	5.79
110997	337.3174	-43.4956	3.97
111022	337.3826	47.7069	4.34
111043	337.4393	-43.7492	4.12
111045	337.4417	-27.1073	5.95
111056	337.4707	78.8243	5.45
111062	337.4914	4.4317	5.51
111068	337.5076	32.5726	5.64
111104	337.6219	43.1234	4.52
111123	337.6617	-10.6780	4.82
111169	337.8229	50.2825	3.76
111188	337.8764	-32.3461	4.29
111196	337.9063	-85.9673	5.76
111242	338.0676	76.2264	5.7
111259	338.1099	39.7797	5.88
111310	338.2503	-61.9821	4.91
111362	338.4194	56.6247	5.72
