# HIP	RA degrees (ICRS)	Dec degrees	V magnitude
35611	110.2288	-26.9638	6
35615	110.2429	-14.3605	5.59
35626	110.2681	-25.8916	5.87
35643	110.3229	45.2282	5.74
35699	110.4869	20.4437	5.09
35710	110.5109	36.7606	5.12
35712	110.5145	0.1771	5.99
35727	110.5564	-19.0166	4.94
35749	110.6058	-5.9828	5.83
35785	110.7169	55.2814	5.8
35795	110.7529	-31.9238	5.4
35846	110.8688	25.0505	5.04
35848	110.8708	-27.8343	5.37
35855	110.8829	-32.2021	5.41
35904	111.0238	-29.3031	2.45
35907	111.0353	40.6724	5.23
35941	111.1394	27.6379	5.77
35951	111.1674	-16.2015	5.18
35957	111.1827	-31.8089	5.35
35984	111.2379	51.8873	5.8
35987	111.2424	11.6695	5.37
35998	111.2846	-13.7520	5.79
36024	111.3553	-25.2178	5.79
36039	111.4087	-79.0942	5.54
36041	111.4121	9.2761	4.99
36046	111.4317	27.7981	3.78
36055	111.4633	-5.7750	5.98
36114	111.5910	-51.0185	5.09
36143	111.6769	-34.1407	5.9
36145	111.6785	49.2115	4.61
36156	111.7347	20.2576	5.94
36168	111.7478	-23.0860	5.65
36186	111.7833	-17.8649	5.6
36188	111.7877	8.2893	2.89
36236	111.9289	-22.8592	5.98
36238	111.9348	21.4452	5.2
36251	111.9653	-11.5569	5.79
36258	111.9965	-29.1559	5.55
36265	112.0086	6.9420	5.22
36284	112.0408	8.9255	4.33
36345	112.2131	-31.8484	5.95
36348	112.2145	48.1839	5.7
36362	112.2705	-31.4562	5.78
36363	112.2737	-38.8121	5.41
36366	112.2780	31.7846	4.16
36377	112.3076	-43.3014	3.25
36388	112.3278	-1.9053	5.6
36393	112.3352	28.1183	5.07
36396	112.3421	-10.3267	5.75
36399	112.3568	-7.5512	5.86
36425	112.4491	12.0066	4.55
36429	112.4532	27.9161	5.01
36431	112.4642	-23.0243	4.85
36439	112.4832	49.6725	5.35
36444	112.4988	-52.6512	5.87
36496	112.6288	-54.3994	5.95
36514	112.6775	-30.9623	4.65
36528	112.7196	68.4656	5.63
36547	112.7686	82.4115	4.92
36616	112.9517	17.0860	5.45
36640	113.0240	-8.8813	5.9
36641	113.0248	1.9145	5.24
36721	113.2907	-24.7107	5.84
36723	113.2986	3.2904	5.59
36732	113.3315	-19.4125	5.64
36760	113.4020	15.8267	5.27
36773	113.4498	-14.5239	4.82
36778	113.4627	-36.3384	5.42
36795	113.5133	-22.2961	4.44
36812	113.5662	3.3717	5.83
36817	113.5776	-23.4737	5.06
36848	113.6450	-27.0123	5.78
36850	113.6494	31.8883	1.58
36896	113.7867	30.9609	5.34
36917	113.8454	-28.3693	4.65
36942	113.9155	-52.5338	4.93
36962	113.9806	26.8957	4.06
36981	114.0162	-14.4928	5.66
37023	114.1318	46.1803	5.66
37031	114.1446	5.8622	5.89
37036	114.1710	-19.7023	5.69
37043	114.1830	-48.8302	5.69
37046	114.1960	55.7551	5.93
37088	114.3195	-4.1110	5.14
37096	114.3421	-34.9685	4.53
37140	114.4744	48.7738	5.93
37173	114.5752	-25.3648	4.69
37174	114.5759	-48.6014	5.68
37204	114.6369	35.0486	5.58
37223	114.6829	-36.4968	5.78
37229	114.7078	-26.8038	3.8
37265	114.7914	34.5843	4.89
37279	114.8255	5.2250	0.4
37297	114.8639	-38.3080	4.84
37300	114.8691	17.6745	5.04
37322	114.9326	-38.1393	5.73
37329	114.9495	-38.2607	5.76
37345	114.9916	-37.5794	5.99
37364	115.0564	-19.6609	5.92
37369	115.0612	38.3445	5.77
37379	115.0967	-15.2639	4.98
37391	115.1270	87.0201	5.05
37428	115.2438	23.0185	5.93
37441	115.3017	48.1315	5.58
37447	115.3118	-9.5511	3.94
37450	115.3159	-38.5335	5.41
37478	115.3965	3.6248	5.95
37504	115.4553	-72.6061	3.93
37508	115.4660	13.4805	5.79
37521	115.5134	14.2085	5.55
37590	115.7006	-26.3513	5.64
37606	115.7379	-45.1731	5.04
37609	115.7517	58.7104	4.93
37623	115.7999	-36.0501	5.6
37629	115.8280	28.8835	4.23
37648	115.8849	-28.4109	4.63
37664	115.9247	-40.9337	5.12
37677	115.9520	-28.9548	3.94
37701	116.0174	50.4338	5.31
37704	116.0288	25.7842	5.3
37710	116.0404	-36.0625	5.8
37740	116.1119	24.3980	3.57
37751	116.1424	-24.6741	5.62
37752	116.1424	-37.9429	5.89
37819	116.3137	-37.9686	3.62
37826	116.3290	28.0262	1.16
37853	116.3959	-34.1724	5.36
37891	116.4870	-14.5638	5.03
37901	116.5091	-6.7725	5.49
37908	116.5310	18.5100	4.89
37915	116.5439	-37.9337	5.87
37921	116.5675	10.7683	5.25
37946	116.6637	37.5174	5.15
37949	116.6670	65.4557	5.93
37995	116.8023	-22.5195	5.9
38010	116.8541	-38.5111	5.07
38016	116.8763	33.4157	5.14
38020	116.8813	-46.6085	5.22
38048	116.9863	-12.1927	5.48
38070	117.0215	-25.9372	4.4
38089	117.0840	-47.0777	4.69
38146	117.2570	-24.9122	5.32
38152	117.2780	-56.4104	5.57
38159	117.3036	-46.8577	5.82
38160	117.3038	-60.2837	5.78
38164	117.3096	-46.3732	4.1
38167	117.3110	-35.2433	5.94
38170	117.3236	-24.8598	3.34
38200	117.3975	-33.2889	5.61
38210	117.4208	-66.1960	5.78
38211	117.4217	-17.2284	5.17
38253	117.5441	-9.1834	5.6
38267	117.5993	-50.5095	5.89
38373	117.9250	1.7669	5.12
38375	117.9293	-21.1737	5.62
38382	117.9429	-13.8980	5.16
38414	118.0543	-40.5758	3.71
38423	118.0653	-34.7054	5.01
38427	118.0787	-14.8462	5.69
38438	118.1239	-54.3672	5.7
38455	118.1610	-38.8628	4.49
38474	118.1994	-5.4283	5.76
38497	118.2646	-36.3638	5.44
38500	118.2651	-49.6130	4.63
38518	118.3257	-48.1029	4.22
38538	118.3742	26.7658	4.97
38593	118.5459	-35.8773	5.48
38639	118.6779	47.5646	5.47
38656	118.7222	-57.3028	5.62
38712	118.8810	8.8628	5.86
38722	118.9162	19.8840	5.38
38783	119.0777	-60.5264	5.74
38827	119.1946	-52.9824	3.46
38835	119.2147	-22.8801	4.2
38846	119.2408	-43.5004	5.36
38848	119.2477	15.7903	5.8
38872	119.3268	-44.1099	5.08
38901	119.4171	-30.3346	4.76
38908	119.4455	-60.3031	5.59
38917	119.4655	-45.5777	5.14
38957	119.5602	-49.2449	4.47
38962	119.5861	2.2248	5.3
38994	119.7106	-60.8245	5.77
39014	119.7575	-45.2158	5.98
39023	119.7738	-23.3104	5.09
39061	119.8682	-39.2969	5.22
39070	119.9064	-60.5871	5.19
39079	119.9340	-3.6796	4.93
39095	119.9669	-18.3992	4.61
39117	120.0489	73.9179	5.37
39138	120.0832	-63.5675	4.81
39177	120.1971	17.3087	5.6
39184	120.2081	-54.1513	5.87
39191	120.2328	25.3928	5.87
39211	120.3056	-1.3926	4.69
39213	120.3079	4.8798	5.65
39221	120.3366	59.0474	5.78
39236	120.3762	16.4553	5.99
39251	120.4064	-37.2837	5.9
39311	120.5664	2.3346	4.39
39360	120.6866	-41.3098	5.52
39380	120.7673	-32.4635	5.83
39424	120.8795	27.7943	4.94
39429	120.8960	-40.0031	2.21
39487	121.0675	-32.6748	5.25
39527	121.1767	-50.5904	5.96
39538	121.1961	79.4796	5.39
39566	121.2655	-53.1079	5.52
39567	121.2687	13.1182	5.14
39659	121.5766	22.6355	5.96
39690	121.6681	-45.2660	5.04
39734	121.8252	-20.5543	5.33
39757	121.8860	-24.3043	2.83
39780	121.9411	21.5818	5.3
39794	121.9825	-68.6171	4.35
39847	122.1144	51.5067	4.78
39863	122.1485	-2.9838	4.36
39903	122.2528	-61.3024	4.74
39906	122.2568	-19.2450	4.4
39919	122.2896	-48.6844	5.66
39943	122.3689	-16.2489	5.66
39953	122.3831	-47.3366	1.75
39957	122.3901	-56.0854	5.66
39961	122.3996	-44.1228	5.2
39970	122.4298	-47.9372	5.23
39995	122.5157	58.2482	5.91
40023	122.6133	25.5073	5.73
40035	122.6659	-13.7992	5.53
40077	122.7950	-48.4620	5.83
40084	122.8179	-12.9270	4.72
40091	122.8396	-39.6185	4.44
40096	122.8579	-42.9873	4.73
40107	122.8875	-7.7725	5.36
40155	122.9999	-46.6444	5.77
40167	123.0530	17.6478	4.67
40183	123.1283	-46.2643	6
40215	123.2033	68.4741	5.34
40240	123.2869	29.6565	5.62
40259	123.3332	-15.7882	4.99
40274	123.3730	-35.8995	4.78
40282	123.3927	-50.1961	5.52
40285	123.4006	-46.9916	5.14
40305	123.4591	56.4522	5.88
40321	123.4930	-36.3223	5.09
40326	123.5122	-40.3479	4.42
40344	123.5552	-35.4900	5.77
40357	123.5995	-45.8345	5.86
40429	123.8163	-62.9156	5.16
40526	124.1288	9.1855	3.53
40646	124.4601	59.5711	5.63
40678	124.5725	-35.4517	5.59
40680	124.5784	-65.6132	5.06
40693	124.5998	-12.6322	5.95
40702	124.6315	-76.9197	4.05
40706	124.6388	-36.6593	4.44
40772	124.8215	62.5072	5.73
40793	124.8845	75.7569	5.55
40817	124.9540	-71.5149	5.33
40834	125.0022	-71.5054	5.63
40843	125.0161	27.2177	5.13
40866	125.0874	20.7477	5.8
40875	125.1086	57.7433	5.89
40881	125.1339	24.0223	5.92
40888	125.1606	-77.4845	4.34
40889	125.1680	72.4072	6
40932	125.3004	-57.9732	5.96
40943	125.3377	-36.4842	5.18
40944	125.3384	-20.0791	5.58
40945	125.3459	-33.0544	4.83
40990	125.4775	-17.5863	5.71
41003	125.5186	-73.4000	5.28
41037	125.6285	-59.5095	1.86
41039	125.6321	-48.4904	4.79
41074	125.7081	-26.3482	5.88
41075	125.7088	43.1881	4.25
41080	125.7254	-7.5431	5.92
41081	125.7298	-52.1237	5.89
41117	125.8410	18.3322	5.94
41152	125.9521	53.2197	5.52
41191	126.0826	-80.9142	5.67
41211	126.1459	-3.7512	5.61
41242	126.2299	-23.1537	5.67
41250	126.2384	-42.7698	5.97
41260	126.2656	-24.0462	5.32
41296	126.3805	-51.7274	5.18
41299	126.3981	2.1022	5.74
41307	126.4151	-3.9064	3.91
41312	126.4341	-66.1369	3.77
41321	126.4650	-64.6006	5.95
41323	126.4663	-42.1531	5.45
41325	126.4782	7.5645	5.13
41328	126.4816	-14.9297	5.96
41375	126.6134	-3.9875	5.6
41377	126.6154	27.8936	5.58
41395	126.6748	-12.5346	5.52
41400	126.6831	12.6546	5.56
41451	126.8198	-70.0935	5.51
41483	126.9024	-53.0885	5.08
41515	126.9976	-35.1138	5.75
41578	127.1556	14.2108	5.94
41616	127.2698	-47.9289	5.33
41621	127.2815	-44.1604	5.82
41639	127.3645	-44.7248	5.03
41674	127.4401	-46.3317	5.98
41676	127.4425	67.2974	5.89
41704	127.5661	60.7182	3.35
41723	127.6192	-32.1593	5.61
41816	127.8772	24.0811	5.71
41817	127.8788	-19.5775	5.42
41822	127.8989	18.0944	5.33
41861	128.0207	-53.2119	5.68
41909	128.1771	20.4412	5.33
41935	128.2291	38.0164	5.88
42001	128.4101	-38.8488	5.92
42008	128.4312	4.7570	5.89
42028	128.5067	-2.1516	5.8
42080	128.6505	65.1452	5.47
42088	128.6817	-49.9442	5.01
42090	128.6829	36.4196	5.76
42129	128.8148	-58.2247	5.27
42134	128.8321	-58.0092	4.84
42146	128.8675	-7.9823	5.72
42147	128.8696	-26.8435	5.95
42172	128.9624	6.6202	5.91
42177	128.9668	-50.9697	5.79
42265	129.2740	9.6556	5.92
42286	129.3285	-62.8535	5.45
42312	129.4110	-42.9891	4.11
42313	129.4140	5.7038	4.14
42334	129.4673	-26.2550	5.24
42365	129.5791	32.8020	5.96
42372	129.5924	53.4015	5.66
42402	129.6893	3.3414	4.45
42425	129.7715	-70.3867	5.19
42430	129.7829	-22.6619	5.05
42438	129.7988	65.0209	5.63
42452	129.8234	52.7116	5.91
42459	129.8493	-53.4398	5.45
42483	129.9270	-29.5611	4.86
42504	129.9900	-53.0547	5.18
42509	130.0061	-12.4754	4.98
42515	130.0256	-35.3084	3.97
42527	130.0534	64.3279	4.59
42535	130.0728	-53.0154	5.56
42536	130.0733	-52.9219	3.6
42540	130.0799	-40.2639	5.2
42564	130.1469	-45.1911	5.67
42568	130.1543	-59.7610	4.31
42570	130.1565	-46.6487	3.77
42604	130.2545	45.8340	5.35
42614	130.2722	-48.9227	5.9
42624	130.3047	-47.3171	4.74
42637	130.3313	-78.9634	5.46
42662	130.4306	-15.9434	4.87
42679	130.4871	-45.4107	5.2
42712	130.5675	-48.0991	5.48
42715	130.5791	-53.1001	5.49
42726	130.6058	-53.1140	4.83
42795	130.8014	12.6809	5.62
42799	130.8061	3.3987	4.3
42806	130.8214	21.4685	4.66
42828	130.8981	-33.1864	3.68
42834	130.9178	-49.8228	5.15
42835	130.9182	-7.2337	4.63
42884	131.0998	-42.6493	4.05
42911	131.1712	18.1543	3.94
42913	131.1759	-54.7088	1.93
42917	131.1877	10.0817	5.63
42923	131.2164	-37.1472	5.74
43012	131.4798	-79.5044	5.79
43023	131.5069	-46.0415	3.87
43026	131.5103	-2.0487	5.7
43067	131.5939	-13.5477	4.32
43082	131.6273	-45.9125	5.43
43103	131.6743	28.7599	4.03
43105	131.6773	-56.7698	4.5
43109	131.6938	6.4188	3.38
43121	131.7334	12.1100	5.89
43142	131.8124	-1.8970	5.28
43148	131.8285	-46.1554	5.71
43234	132.1082	5.8378	4.35
43305	132.3405	-3.4430	5.3
43325	132.4132	-40.3202	5.47
43347	132.4485	-45.3079	4.94
43352	132.4646	-32.7805	5.19
43370	132.5093	-29.4630	5.86
43392	132.5876	-42.0898	6
43409	132.6330	-27.7098	4.02
43413	132.6394	-46.5292	5.09
43414	132.6451	-66.7930	5.34
43496	132.8934	-7.1772	5.55
43499	132.9021	-57.6336	5.59
43531	132.9868	43.7266	5.15
43550	133.0418	42.0027	5.98
43553	133.0490	45.3128	5.96
43584	133.1443	32.4742	5.67
43587	133.1492	28.3308	5.96
43589	133.1609	-48.3591	5.92
43603	133.2001	-38.7241	5.79
43644	133.3440	61.9623	5.72
43669	133.4527	-60.3539	5.78
43671	133.4608	-47.5208	5.31
43721	133.5614	30.5791	5.4
43783	133.7618	-60.6446	3.84
43797	133.7991	-54.9658	5.7
43798	133.8018	-18.2412	5.75
43813	133.8484	5.9456	3.11
43825	133.8815	-27.6819	4.87
43834	133.9153	27.9275	5.23
43851	133.9815	11.6260	5.44
43878	134.0803	-52.7235	4.68
43894	134.1271	40.2015	5.9
43899	134.1422	-16.7087	5.95
43903	134.1560	64.6038	5.57
43908	134.1708	-85.6632	5.43
43923	134.2081	45.6316	5.72
43932	134.2358	32.9104	5.44
43937	134.2434	-59.2293	4.93
43970	134.3123	15.3228	5.22
44001	134.3967	15.5813	5.68
44024	134.4815	-48.5729	5.88
44066	134.6218	11.8577	4.26
44075	134.6831	-16.1327	5.8
44093	134.7181	-47.2347	5.17
44127	134.8019	48.0418	3.12
44143	134.8508	-59.0837	5.17
44154	134.8861	32.4186	5.23
44191	135.0225	-41.2536	4.45
44248	135.1599	41.7829	3.96
44256	135.1906	-60.9638	5.8
44283	135.2855	-68.6839	5.89
44299	135.3369	-41.8643	5.56
44307	135.3505	32.2523	5.89
44337	135.4357	-52.1887	5.23
44356	135.4916	-0.4827	5.64
44382	135.6116	-66.3961	4
44390	135.6362	67.6296	4.74
44405	135.6844	24.4529	5.45
44406	135.6867	7.2983	5.85
44471	135.9064	47.1565	3.57
44504	136.0017	54.2839	5.74
44511	136.0387	-47.0977	3.75
44599	136.2867	-72.6027	4.47
44613	136.3504	48.5303	5.48
44626	136.4099	-70.5385	4.66
44659	136.4932	5.0923	4.99
44700	136.6324	38.4522	4.56
44798	136.9367	10.6682	5.23
44816	136.9990	-43.4326	2.23
44818	137.0002	29.6542	5.42
44824	137.0120	-25.8585	4.62
44857	137.0979	66.8732	5.15
44883	137.1757	-8.5895	5.6
44892	137.1972	26.6291	5.95
44897	137.2128	33.8822	5.95
44901	137.2177	51.6046	4.46
44923	137.2675	-18.3285	5.73
44936	137.2980	-12.3577	5.76
44946	137.3397	22.0454	5.16
44961	137.3982	-8.7876	5.47
45001	137.4850	-30.3654	5.59
45038	137.5981	67.1340	4.8
45075	137.7294	63.5136	4.67
45080	137.7420	-58.9669	3.43
45085	137.7683	-44.8679	4.99
45101	137.8197	-62.3170	3.96
45122	137.8891	-46.5839	5.78
45158	137.9947	-19.7476	5.72
45189	138.1272	-43.6133	5.56
45219	138.2318	-59.4139	5.54
45238	138.2999	-69.7172	1.67
45270	138.3936	-47.3384	5.92
45290	138.4509	43.2178	5.3
45314	138.5342	-44.1458	5.85
45328	138.5750	-55.5696	5.26
45333	138.5856	61.4233	5.18
45336	138.5911	2.3143	3.89
45344	138.6020	-43.2275	5.24
45386	138.7382	-37.6024	5.85
45410	138.8077	14.9415	5.36
45412	138.8094	34.6335	5.98
45439	138.9030	-38.5699	4.92
45448	138.9378	-37.4131	4.63
45455	138.9574	56.7414	5.28
45461	138.9691	72.9463	5.93
45493	139.0472	54.0219	4.8
45496	139.0503	-57.5415	4.34
45505	139.0960	-44.2657	5.12
45526	139.1724	-8.7448	5.49
45527	139.1739	-6.3531	5.24
45544	139.2378	-39.4015	5.31
45556	139.2725	-59.2752	2.21
45559	139.2822	-14.5741	5.83
45571	139.3218	-68.6896	5.38
45581	139.3549	-74.8943	5.28
45585	139.3649	-74.7346	5.86
45590	139.3799	46.8172	5.96
45631	139.5245	-51.0509	5.26
45661	139.6080	35.3641	5.94
45675	139.6765	-51.5607	5.83
45688	139.7110	36.8026	3.82
45743	139.8881	-15.8347	5.79
45751	139.9433	-11.9749	4.77
45811	140.1209	-9.5557	4.8
45856	140.2367	-62.4046	4.79
45860	140.2638	34.3926	3.14
45902	140.3733	-25.9654	4.71
45915	140.4304	56.6992	5.79
45920	140.4585	-55.5147	5.61
45924	140.4624	-42.1949	5.56
45941	140.5284	-55.0107	2.47
45962	140.6000	-46.0474	5.74
46026	140.8010	-28.8339	4.71
46101	141.0229	-61.6489	5.99
46107	141.0384	-80.7869	5.34
46146	141.1636	26.1823	4.47
46221	141.3501	-5.1174	5.6
46225	141.3635	-61.9505	5.77
46283	141.5748	-53.3789	5.09
46358	141.7763	-71.6019	5.46
46371	141.8267	-22.3438	4.72
46390	141.8968	-8.6586	1.99
46404	141.9449	-6.0712	5.38
46454	142.1142	9.0568	5.4
46457	142.1216	8.1883	5.72
46460	142.1273	-66.7019	5.9
46471	142.1666	45.6015	5.4
46482	142.1963	-62.2731	5.91
46509	142.2871	-2.7690	4.59
46511	142.3027	-20.7491	5.66
46515	142.3113	-35.9513	4.51
46578	142.4771	-26.5896	5.49
46594	142.5213	-51.5172	5.45
46618	142.5937	-15.5774	5.86
46620	142.5976	-58.3618	5.88
46651	142.6750	-40.4668	3.6
46652	142.6801	33.6557	5.87
46657	142.6921	-31.8892	5.75
46701	142.8055	-57.0344	3.16
46733	142.8821	63.0619	3.65
46734	142.8840	-31.8718	5.91
46735	142.8850	35.1033	5.39
46736	142.8877	-35.7148	5.86
46741	142.9011	-73.0809	5.46
46750	142.9301	22.9680	4.32
46771	142.9864	11.2998	4.99
46774	142.9899	9.7158	5.07
46776	142.9955	-1.1847	4.54
46811	143.0803	-40.6493	5.35
46813	143.0850	-19.4003	5.74
46853	143.2143	51.6773	3.17
46859	143.2324	-13.5168	5.95
46880	143.3019	-21.1157	5.02
46897	143.3585	-22.8639	5.92
46914	143.4356	-49.0051	5.12
46928	143.4724	-80.9413	5.07
46950	143.5366	-51.2553	5.01
46952	143.5558	36.3976	4.54
46974	143.6110	-59.2298	4.08
46977	143.6202	69.8303	4.54
46982	143.6360	-5.9149	5.56
47006	143.7060	52.0515	4.47
47013	143.7230	72.2057	5.77
47029	143.7660	39.6215	4.81
47080	143.9146	35.8101	5.4
47168	144.1786	31.1617	5.57
47175	144.2064	-49.3550	4.34
47187	144.2509	-25.2968	5.68
47189	144.2608	16.4380	5.73
47193	144.2720	81.3264	4.28
47199	144.2912	-32.1786	5.62
47204	144.3027	-53.6685	5.44
47205	144.3028	6.8358	5
47224	144.3683	-36.0960	5.96
47267	144.5061	-43.1909	5.51
47300	144.5907	40.2398	5.28
47310	144.6137	4.6493	4.68
47391	144.8375	-61.3281	4.51
47401	144.8661	67.2722	5.96
47431	144.9640	-1.1428	3.9
47452	145.0765	-14.3323	5.07
47479	145.1773	-57.9836	5.3
47498	145.2591	-57.2595	5.8
47508	145.2876	9.8923	3.52
47522	145.3209	-23.5915	4.76
47544	145.3963	31.2778	5.9
47559	145.4497	-55.2138	5.99
47570	145.5014	39.7579	5.61
47592	145.5601	-23.9156	4.93
47594	145.5618	69.2375	5.72
47654	145.7383	72.2526	5.15
47701	145.8886	29.9745	5.64
47717	145.9260	-53.8913	5.56
47723	145.9329	14.0217	5.36
47758	146.0504	-27.7695	4.78
47854	146.3117	-62.5079	3.69
47908	146.4628	23.7743	2.97
47943	146.5419	6.7086	5.8
47956	146.5860	-76.7761	5.43
47959	146.5972	11.8100	5.67
47960	146.5984	1.7856	5.65
47963	146.6265	-44.7551	5.58
47965	146.6319	57.1281	5.09
48002	146.7755	-65.0720	2.92
48113	147.1474	46.0210	5.08
48191	147.3670	-37.1868	5.95
48224	147.4881	-45.7327	5.09
48287	147.6747	-46.9339	5.72
48310	147.7316	-62.7451	5.56
48319	147.7473	59.0387	3.78
48339	147.8003	-59.4258	5.79
48348	147.8322	-46.1939	5.62
48356	147.8696	-14.8466	4.11
48374	147.9194	-46.5476	4.58
48390	147.9710	24.3954	5.29
48402	148.0265	54.0643	4.55
48437	148.1268	-8.1050	5.07
48455	148.1909	26.0070	3.88
48519	148.4289	5.9586	5.9
48527	148.4587	-51.1467	5.95
48559	148.5513	-25.9323	4.87
48561	148.5736	-45.2835	5.72
48613	148.7135	-50.2440	5.71
48615	148.7175	-19.0094	4.94
48682	148.9292	49.8198	5.27
48734	149.1082	8.9332	5.85
48748	149.1479	-33.4185	5.83
48774	149.2156	-54.5678	3.52
48802	149.3067	57.4182	5.97
48833	149.4211	41.0556	5.11
48883	149.5557	12.4448	5.26
48893	149.5949	72.8795	5.86
48926	149.7178	-35.8910	5.23
48982	149.9009	29.6452	5.75
49005	149.9654	56.8118	5.5
49029	150.0534	8.0442	4.68
49065	150.1825	-82.2147	5.53
49081	150.2527	31.9237	5.37
49164	150.5004	-60.4209	5.93
49220	150.7040	21.9493	5.68
49339	151.0873	-24.2855	5.7
49363	151.1513	53.8917	5.71
49402	151.2811	-13.0646	4.6
49485	151.5467	-47.3700	5.06
49569	151.7896	-17.1417	5.59
49583	151.8331	16.7627	3.48
49593	151.8573	35.2447	4.49
49637	151.9761	9.9975	4.39
49641	151.9845	-0.3716	4.48
49669	152.0930	11.9672	1.36
49698	152.1781	-65.8154	5.26
49712	152.2343	-51.8113	4.85
49764	152.3757	-68.6828	5.8
49809	152.5245	-12.8159	5.3
49812	152.5314	-8.4082	5.91
49841	152.6470	-12.3541	3.61
49844	152.6572	-41.7152	5.98
49865	152.7328	-8.4185	5.64
49893	152.8032	37.4019	5.86
49934	152.9436	-58.0605	5.7
50027	153.2015	4.6147	5.77
50070	153.3452	-51.2330	5.27
50078	153.3666	-51.7558	5.78
50083	153.3776	-66.3728	5.15
50099	153.4342	-70.0379	3.29
50103	153.4413	-40.3461	5.91
50191	153.6840	-42.1219	3.85
50241	153.8815	-43.1124	5.59
50303	154.0601	29.3105	5.49
50319	154.1345	23.5031	5.95
50333	154.1697	13.7283	5.42
50335	154.1726	23.4173	3.43
50336	154.1740	25.3707	5.84
50371	154.2707	-61.3323	3.39
50372	154.2741	42.9144	3.45
50384	154.3106	23.1062	5.81
50414	154.4075	-8.0689	5.25
50448	154.5084	65.1084	5.74
50456	154.5316	-28.9920	5.52
50480	154.6177	-41.6685	5.97
50493	154.6580	-56.1104	5.8
50520	154.7711	-64.6763	5.66
50546	154.8616	48.3968	6
50555	154.9031	-55.0293	4.59
50564	154.9340	19.4709	4.78
50583	154.9931	19.8415	2.01
50609	155.0696	-47.6991	5.66
50676	155.2283	-56.0432	4.5
50685	155.2639	68.7477	5.88
50786	155.5440	41.2295	5.73
50799	155.5816	-41.6500	4.82
50801	155.5823	41.4995	3.06
50847	155.7423	-66.9015	4.97
50860	155.7764	33.9081	5.89
50885	155.8603	-4.0740	5.93
50888	155.8721	-38.0098	5.34
50933	156.0327	65.5664	4.94
50935	156.0358	33.7185	5.52
50954	156.0988	-74.0316	3.99
50993	156.2476	-58.5763	5.93
51008	156.3133	8.7848	5.61
51046	156.4345	-7.0598	5.6
51056	156.4784	33.7961	4.72
51069	156.5226	-16.8363	3.83
51140	156.7038	-54.8773	5.58
51172	156.7879	-31.0678	4.28
51192	156.8520	-57.6388	4.65
51194	156.8553	-65.7047	6
51200	156.8668	41.6010	6
51232	156.9697	-58.7394	3.81
51233	156.9708	36.7072	4.2
51313	157.2191	-64.1723	5.27
51362	157.3696	-2.7391	5.19
51364	157.3707	-29.6638	5.58
51376	157.3974	-30.6071	5.57
51384	157.4228	84.2520	5.52
51420	157.5269	38.9251	5.79
51437	157.5728	-0.6370	5.08
51438	157.5839	-71.9928	4.72
51459	157.6566	55.9805	4.82
51491	157.7493	-13.5885	5.59
51495	157.7586	-73.2215	4.94
51502	157.7694	82.5586	5.25
51523	157.8409	-53.7155	4.89
51556	157.9641	32.3796	5.9
51561	157.9893	-45.0667	5.76
51576	158.0061	-61.6853	3.3
51585	158.0491	14.1373	5.43
51610	158.1400	-44.6185	5.91
51623	158.1992	-58.6667	5.98
51624	158.2028	9.3066	3.84
51635	158.2369	-47.0034	5.02
51658	158.3079	40.4256	4.72
51685	158.3788	34.9887	5.57
51718	158.5037	-23.7452	5.08
51775	158.7001	6.9537	5.07
51802	158.7590	8.6504	5.67
51808	158.7728	75.7129	4.86
51814	158.7904	57.0826	5.16
51821	158.8035	-39.5626	5.5
51839	158.8671	-78.6078	4.11
51849	158.8971	-57.5576	4.45
51912	159.0855	-59.5644	5.08
51933	159.1349	-12.2301	5.71
51979	159.3072	-27.4126	4.87
51986	159.3256	-48.2256	3.84
52004	159.3628	-58.7333	5.47
52009	159.3886	-13.3845	4.89
52043	159.5110	-57.2563	5.89
52085	159.6456	-16.8766	4.91
52098	159.6801	31.9762	4.68
52102	159.6875	-59.1830	4.69
52127	159.7484	-58.8169	5.96
52136	159.7736	53.6683	5.55
52139	159.7818	37.9100	5.84
52154	159.8266	-55.6033	4.29
52221	160.0477	-65.1002	5.51
52338	160.4511	68.4435	5.74
52340	160.4647	-79.7833	5.97
52353	160.4856	65.7163	5.12
52370	160.5588	-64.4664	4.76
52405	160.6690	-59.2158	5.36
52407	160.6799	-32.7157	5.63
52419	160.7392	-64.3945	2.74
52422	160.7578	26.3256	5.51
52425	160.7668	69.0762	5.01
52452	160.8372	4.7477	5.77
52457	160.8540	23.1884	5.08
52468	160.8845	-60.5666	4.58
52469	160.8870	46.2039	5.18
52478	160.9306	57.1992	5.79
52487	160.9633	-64.2490	5.74
52502	161.0288	-63.9611	4.8
52577	161.2668	67.4114	5.95
52595	161.3180	-80.4696	5.46
52633	161.4458	-80.5402	4.45
52638	161.4662	30.6823	5.36
52678	161.5690	-64.5146	5.33
52686	161.6023	18.8915	5.5
52689	161.6053	14.1946	5.49
52701	161.6233	-64.2632	5.23
52727	161.6924	-49.4203	2.69
52736	161.7134	-64.3835	4.87
52737	161.7169	-17.2969	5.44
52742	161.7395	-56.7572	5.14
52827	162.0225	-59.9192	5.98
52841	162.0588	-31.6879	5.87
52863	162.1690	-1.9589	5.92
52911	162.3143	10.5452	5.32
52922	162.3518	-59.3238	5.85
52943	162.4062	-16.1936	3.11
52948	162.4312	-9.8527	5.85
52965	162.4876	-34.0582	5.61
